X Y Z
58.12300110 -51.43099976 0.91700000
58.09875107 -51.46799850 0.93875003
58.12075043 -51.48649979 1.02775002
58.09275055 -51.50775146 1.03674996
58.09500122 -51.46324921 1.07075000
58.12799835 -51.37850189 0.98150003
58.32099915 -51.42174911 2.46875000
58.31724930 -51.41799927 2.51399994
58.35475159 -51.44025040 3.24349999
58.21400070 -51.69250107 3.63899994
58.23799896 -51.71300125 3.68575001
58.12149811 -51.58700180 1.20025003
58.10250092 -51.57149887 1.11025000
58.09299850 -51.50699997 1.15024996
58.10749817 -51.47275162 1.18375003
58.10374832 -51.46900177 1.22175002
58.11000061 -51.57524872 1.31099999
58.15549850 -51.39974976 1.22800004
58.15499878 -51.39849854 1.30250001
58.07249832 -51.54325104 1.27174997
58.08675003 -51.49974823 1.28324997
58.10250092 -51.46649933 1.31200004
58.11624908 -51.57899857 1.44250000
58.09999847 -51.50949860 1.43649995
58.23099899 -51.35699844 1.41174996
58.09275055 -51.50424957 1.35874999
58.10749817 -51.46924973 1.43050003
58.14225006 -51.38550186 1.42375004
58.11024857 -51.57249832 1.52324998
58.09975052 -51.50799942 1.52575004
58.11050034 -51.51625061 1.60724998
58.25975037 -51.38074875 1.52450001
58.24024963 -51.36225128 1.60775006
58.17774963 -51.36899948 1.55949998
58.19224930 -51.38124847 1.60074997
58.10575104 -51.46675110 1.50750005
58.08950043 -51.49824905 1.56924999
58.12099838 -51.42024994 1.60074997
58.10699844 -51.56724930 1.72549999
58.25925064 -51.37799835 1.73599994
58.16025162 -51.39775085 1.71025002
58.09949875 -51.50600052 1.64300001
58.09349823 -51.45399857 1.64024997
58.09225082 -51.49850082 1.72099996
58.11175156 -51.46900177 1.71274996
58.09349823 -51.55450058 1.80774999
58.10525131 -51.50899887 1.81200004
58.27125168 -51.38674927 1.80974996
58.16025162 -51.39574814 1.83599997
58.12099838 -51.47574997 1.83500004
58.11225128 -51.56924820 1.92299998
58.16574860 -51.39950180 1.91050005
58.20050049 -51.38399887 1.92700005
58.11125183 -51.46575165 1.92474997
58.12075043 -51.57574844 2.01300001
58.15425110 -51.60350037 2.13199997
58.10850143 -51.56200027 2.20624995
58.26224899 -51.37374878 2.22425008
58.17724991 -51.40499878 2.23525000
58.23125076 -51.40700150 2.21250010
58.11100006 -51.56250000 2.33975005
58.15750122 -51.44300079 2.30524993
58.28300095 -51.39025116 2.34375000
58.10675049 -51.55775070 2.41525006
58.28950119 -51.39500046 2.42125010
58.18325043 -51.40824890 2.40875006
58.09949875 -51.49425125 2.49900007
58.15399933 -51.43700027 2.50375009
58.23799896 -51.40850067 2.53349996
58.24349976 -51.41225052 2.61474991
58.17950058 -51.45774841 2.63175011
58.11299896 -51.50374985 2.66750002
58.12300110 -51.51200104 2.71099997
58.11500168 -51.61550140 2.93024993
58.14374924 -51.63925171 3.01699996
58.13425064 -51.51774979 2.99675012
58.19324875 -51.46500015 2.95324993
58.09799957 -51.54199982 2.98600006
58.18325043 -51.45524979 3.03099990
58.22774887 -51.43799973 3.05349994
58.22275162 -51.43249893 3.13899994
58.21924973 -51.38425064 3.10575008
58.15674973 -51.43075180 3.11875010
58.11849976 -51.61325073 3.30275011
58.24549866 -51.40525055 3.22974992
58.10800171 -51.54724884 3.23574996
58.09149933 -51.53250122 3.26924992
58.13425064 -51.56949997 3.31025004
58.10425186 -51.48749924 3.28049994
58.07825089 -51.51900101 3.39124990
58.10025024 -51.48324966 3.35474992
58.08274841 -51.42074966 3.38750005
58.13525009 -51.62625122 3.43199992
58.18024826 -51.66474915 3.50600004
58.08250046 -51.52225113 3.43849993
58.04600143 -51.48899841 3.51600003
58.14324951 -51.31250000 3.46350002
58.10400009 -51.32324982 3.50399995
58.17300034 -51.59925079 3.59949994
58.17525101 -51.60074997 3.63975000
58.07424927 -51.51324844 3.55450010
58.09424973 -51.47375107 3.63949990
58.03924942 -51.42800140 3.47375011
58.04349899 -51.38499832 3.49874997
58.01599884 -51.36000061 3.54425001
57.99974823 -51.34474945 3.62774992
58.00149918 -51.34500122 3.70324993
58.02925110 -51.25500107 3.69624996
57.57524872 -53.93624878 8.51700020
57.57125092 -53.99250031 8.61524963
57.62224960 -53.97900009 8.56624985
57.90024948 -53.78799820 8.61849976
57.72900009 -53.73625183 8.57775021
57.78250122 -53.67924881 8.64299965
57.84799957 -53.78224945 8.77075005
57.77500153 -53.71575165 8.72299957
57.74575043 -53.58774948 8.60499954
57.84725189 -53.67950058 8.69649982
57.88724899 -53.65674973 8.73824978
57.90399933 -53.62500000 8.72000027
57.84349823 -53.56850052 8.75150013
57.66999817 -53.68024826 8.64799976
57.23350143 -54.05049896 8.97350025
57.31674957 -53.91299820 9.08325005
58.26924896 -51.99425125 8.15474987
59.58074951 -51.98574829 9.21074963
57.88499832 -53.37950134 8.61524963
58.71149826 -51.57049942 8.38899994
58.56275177 -52.07749939 9.11499977
58.47375107 -52.10250092 9.20400047
58.50825119 -52.02724838 9.23950005
58.47150040 -52.04325104 9.25349998
58.55474854 -51.90975189 9.03024960
58.50749969 -51.96900177 9.10750008
56.94324875 -53.01575089 8.20750046
56.10974884 -52.63975143 8.10099983
56.04724884 -52.68125153 8.13424969
55.98699951 -52.56549835 8.27824974
57.10749817 -53.09875107 8.73400021
56.92399979 -52.99599838 8.31974983
57.11624908 -54.05974960 9.00174999
57.10350037 -54.04875183 8.95549965
57.20800018 -54.02600098 9.01224995
57.01300049 -54.00899887 9.01124954
57.03475189 -53.98274994 9.02550030
57.25600052 -53.90700150 8.96350002
57.23025131 -53.94075012 9.01074982
57.24174881 -53.89300156 9.00774956
57.14775085 -53.92224884 9.03100014
57.04299927 -53.65850067 8.99524975
57.05125046 -54.04349899 9.10249996
57.06349945 -53.94699860 9.12224960
57.20724869 -53.85800171 9.13199997
57.10699844 -53.88249969 9.10624981
57.12025070 -53.72925186 9.09624958
56.85824966 -54.03374863 9.07925034
56.91350174 -53.97349930 9.09325027
56.94599915 -54.00350189 9.13749981
56.86149979 -54.03599930 9.12749958
56.86149979 -53.98524857 9.16625023
56.98099899 -53.93000031 9.13374996
56.88349915 -53.88499832 9.12325001
56.92449951 -54.04399872 9.22350025
56.89699936 -54.06750107 9.22299957
56.96625137 -53.96125031 9.21899986
56.95824814 -53.78974915 9.10725021
56.92824936 -53.65575027 9.11800003
57.00624847 -53.62174988 9.12100029
56.94900131 -53.56774902 9.15799999
57.01425171 -53.62725067 9.24324989
56.88275146 -53.67074966 9.20374966
56.94400024 -53.61074829 9.20400047
57.41675186 -53.33774948 8.87500000
57.38574982 -53.30799866 8.91650009
57.28699875 -53.26350021 8.80725002
57.30324936 -53.23374939 8.81674957
57.30950165 -53.23699951 8.95075035
57.25225067 -53.22774887 9.00475025
56.84899902 -53.58174896 9.14649963
56.82875061 -53.62099838 9.15200043
56.92750168 -53.42449951 9.29475021
56.18175125 -53.78974915 8.86824989
56.25975037 -53.25849915 8.76924992
56.21149826 -53.25825119 8.80300045
56.37250137 -52.92050171 8.53649998
56.39250183 -52.83525085 8.54549980
56.34175110 -52.89250183 8.48974991
56.37149811 -52.75674820 8.52925014
56.39799881 -53.16725159 8.66800022
56.33349991 -53.05049896 8.56824970
56.34650040 -53.22275162 8.71450043
56.45500183 -52.99549866 8.63974953
56.45925140 -52.89474869 8.67175007
55.86949921 -52.57374954 8.31774998
55.79574966 -52.55149841 8.36174965
55.74100113 -52.55625153 8.43500042
55.68149948 -52.55675125 8.50650024
55.63475037 -52.61474991 8.55850029
55.58475113 -52.73049927 8.58325005
56.16899872 -53.33599854 8.93474960
56.23450089 -52.90124893 9.07674980
55.87450027 -53.05625153 9.04599953
55.81525040 -53.10950089 9.06774998
55.85774994 -53.08800125 9.12125015
55.74674988 -53.04325104 9.14124966
55.70199966 -52.94049835 9.13274956
55.75049973 -52.98400116 9.27200031
55.84899902 -52.74850082 9.11699963
55.70449829 -52.61175156 9.18099976
57.43024826 -52.10525131 7.61250019
57.25949860 -52.16925049 7.71575022
57.37274933 -52.16975021 7.66725016
57.17174911 -52.25099945 7.75325012
57.20225143 -52.22174835 7.73950005
57.28224945 -52.73075104 7.85424995
57.33824921 -52.72225189 7.85524988
57.32600021 -52.65425110 7.84474993
57.41799927 -52.63399887 7.79524994
57.44374847 -52.59999847 7.78000021
57.50000000 -52.22275162 7.89725018
57.22574997 -52.67824936 7.89524984
57.15674973 -52.78374863 8.00800037
57.13824844 -52.87125015 8.07425022
57.08824921 -52.93075180 8.15900040
56.99800110 -52.96224976 8.22974968
57.21025085 -52.22724915 7.85524988
57.36275101 -52.15850067 7.82824993
57.32600021 -52.12575150 7.78824997
57.38199997 -52.27574921 7.98124981
57.35725021 -52.15224838 7.90824986
57.05825043 -52.20524979 7.79949999
56.93024826 -52.24874878 7.82275009
57.10900116 -52.18999863 7.99100018
57.31375122 -52.31724930 8.07975006
57.26525116 -52.33000183 8.09850025
57.22275162 -52.34875107 8.15124989
57.17124939 -52.40349960 8.17825031
57.13199997 -52.42549896 8.25424957
57.19900131 -52.32675171 8.18325043
57.41025162 -52.30049896 8.02674961
57.34600067 -52.13899994 8.07874966
57.12174988 -52.25899887 8.05274963
57.10900116 -52.28974915 8.13350010
57.07424927 -52.47375107 8.27999973
57.09149933 -52.33050156 8.20849991
57.16524887 -52.33950043 8.22649956
58.00875092 -51.81375122 7.74650002
57.58124924 -52.03575134 7.57250023
57.62149811 -52.17324829 7.72149992
57.56924820 -52.12575150 7.76100016
57.96799850 -51.77849960 7.70225000
57.74449921 -51.91025162 7.75075006
57.94274902 -51.75650024 7.65525007
57.45524979 -52.08150101 7.61474991
57.93524933 -51.91049957 7.98999977
57.62900162 -51.96250153 7.85274982
57.64250183 -51.92924881 7.96449995
57.70574951 -51.93199921 7.80025005
57.71974945 -51.88724899 7.79250002
57.88600159 -51.92224884 7.97174978
57.92525101 -51.85774994 7.89499998
57.73925018 -51.90274811 7.90799999
57.79150009 -51.89725113 7.99574995
57.86650085 -52.17174911 8.04249954
57.90950012 -52.20949936 8.09399986
57.91825104 -52.17399979 8.08275032
57.86650085 -52.07099915 8.11075020
57.99250031 -52.12424850 8.19575024
57.93674850 -52.07500076 8.14974976
57.94499969 -52.08124924 8.22550011
57.85675049 -52.11624908 8.24825001
57.95124817 -51.92224884 8.15925026
57.90174866 -51.99174881 8.26175022
57.97549820 -51.89699936 8.22749996
57.70550156 -52.08000183 8.09249973
57.70624924 -52.02724838 8.10849953
57.74300003 -52.17100143 8.17249966
57.75450134 -52.18000031 8.26375008
57.68099976 -52.16149902 8.22875023
57.78725052 -51.99874878 8.18550014
57.73450089 -52.05075073 8.23050022
57.75075150 -51.96549988 8.22550011
57.83924866 -51.87850189 8.07800007
57.84375000 -51.88225174 8.12024975
57.91374969 -51.84400177 8.10550022
57.73350143 -51.84574890 8.02775002
57.89424896 -51.92599869 8.17374992
57.85350037 -51.99900055 8.25424957
57.88425064 -51.86149979 8.22675037
57.86000061 -51.73324966 8.24400043
58.12625122 -51.81100082 8.20475006
58.01649857 -51.77000046 8.18924999
58.14225006 -51.72074890 8.22049999
57.96099854 -51.76425171 8.18799973
58.05049896 -51.63899994 8.25374985
57.96474838 -51.61225128 8.22850037
57.89950180 -51.55374908 8.26049995
57.52375031 -51.92150116 7.81424999
57.58300018 -51.91999817 7.92224979
57.73600006 -51.46575165 8.22124958
57.59099960 -51.49349976 8.27799988
57.62749863 -51.42525101 8.17450047
57.68700027 -51.42150116 8.25399971
57.52325058 -51.43574905 8.15349960
56.69374847 -52.36074829 7.89799976
56.73125076 -52.33449936 7.90799999
56.57600021 -52.41624832 7.93949986
56.67950058 -52.39424896 7.92049980
56.63100052 -52.40724945 7.95249987
56.42250061 -52.47925186 7.97499990
56.38074875 -52.49900055 7.99550009
56.43125153 -52.48649979 8.01274967
56.32600021 -52.50899887 8.00549984
56.37874985 -52.49649811 8.03899956
56.49100113 -52.38375092 7.98549986
56.47200012 -52.36550140 8.02274990
56.37749863 -52.33525085 8.06799984
56.34674835 -52.30625153 8.10149956
56.89350128 -52.26050186 7.81974983
56.77600098 -52.31325150 7.89699984
56.90650177 -52.16524887 8.00850010
56.79850006 -52.12424850 8.09049988
56.76074982 -52.08924866 8.12224960
56.62599945 -52.06449890 8.28674984
56.13949966 -52.60725021 8.09399986
56.06900024 -52.54074860 8.12800026
56.08649826 -52.55550003 8.21350002
56.30224991 -52.26499939 8.12924957
56.24900055 -52.27199936 8.16224957
56.19150162 -52.21849823 8.19699955
56.16424942 -52.23625183 8.22025013
56.16149902 -52.19025040 8.23499966
56.08575058 -52.11925125 8.29775047
57.36800003 -52.97050095 8.40250015
57.30575180 -52.91450119 8.35225010
57.31924820 -52.86550140 8.37024975
57.31949997 -52.75550079 8.39700031
57.37549973 -52.69124985 8.34049988
57.37250137 -52.84925079 8.48799992
57.47150040 -52.73175049 8.43799973
57.50424957 -53.19874954 8.61775017
57.53224945 -53.11849976 8.56050014
57.42625046 -53.12799835 8.56375027
57.51124954 -53.09775162 8.63899994
57.55524826 -53.01449966 8.59224987
57.45299911 -52.98450089 8.59449959
57.51274872 -53.14524841 8.75049973
57.48099899 -53.06975174 8.67224979
57.48524857 -53.07199860 8.75074959
57.49024963 -52.95475006 8.62275028
57.39799881 -53.04150009 8.64375019
57.38449860 -53.08625031 8.77350044
57.38425064 -52.98049927 8.69499969
57.26549911 -53.03799820 8.69624996
57.42625046 -52.84925079 8.62075043
57.50899887 -52.54724884 8.33749962
57.55550003 -52.48524857 8.31599998
57.41799927 -52.62549973 8.33425045
56.78250122 -52.64350128 8.48950005
57.02175140 -52.53049850 8.35099983
56.95550156 -52.53250122 8.35599995
56.86724854 -52.55849838 8.40625000
56.82975006 -52.64075089 8.46325016
56.87649918 -52.72724915 8.65849972
56.79050064 -52.64899826 8.60375023
56.83575058 -52.64274979 8.66349983
57.04375076 -52.54349899 8.76175022
57.04024887 -52.60300064 8.77175045
57.36975098 -52.09925079 8.28149986
57.07374954 -52.37125015 8.33075047
57.04674911 -52.34500122 8.41300011
57.09700012 -52.06824875 8.41049957
57.02474976 -52.10525131 8.47850037
57.09249878 -52.10950089 8.50450039
57.11100006 -52.07949829 8.49250031
57.21950150 -52.27650070 8.79475021
57.31600189 -52.26174927 8.69750023
57.30599976 -52.19449997 8.71924973
57.06600189 -52.46125031 8.56375027
57.07899857 -52.25374985 8.66399956
57.06499863 -52.19800186 8.61999989
57.03324890 -52.42924881 8.67325020
57.19924927 -52.25975037 8.71074963
57.12049866 -52.34674835 8.78899956
57.09249878 -52.32199860 8.74300003
57.06700134 -52.24200058 8.70174980
57.17675018 -52.18424988 8.59825039
57.17300034 -52.23675156 8.65950012
57.14699936 -52.15650177 8.63099957
57.18574905 -52.14225006 8.79224968
57.05400085 -52.18674850 8.70075035
57.58274841 -53.03599930 8.81000042
57.48775101 -53.12075043 8.83650017
57.38449860 -53.14550018 8.79574966
57.39649963 -53.09600067 8.84949970
57.52550125 -53.10800171 8.80350018
57.39899826 -52.99150085 8.82800007
57.27299881 -52.98350143 8.79150009
57.23899841 -52.95050049 8.86474991
57.17274857 -52.72349930 8.83749962
57.09574890 -52.59049988 8.80675030
56.83399963 -52.68524933 8.82400036
57.03725052 -52.48899841 8.88599968
56.95399857 -52.52249908 8.84924984
57.13449860 -52.51525116 9.06350040
57.28224945 -52.55274963 8.85499954
57.15475082 -52.43574905 8.87399960
57.16450119 -52.38475037 8.90999985
57.21450043 -52.33074951 8.80000019
57.27425003 -52.32424927 8.91950035
57.35274887 -52.29275131 8.86349964
57.24750137 -52.24475098 8.81350040
57.43550110 -52.36700058 8.92125034
57.11325073 -52.44200134 8.92074966
57.13600159 -52.36024857 8.83100033
57.04800034 -52.33649826 8.98925018
57.02724838 -52.41849899 9.00249958
56.95949936 -52.41675186 8.95975018
56.95650101 -52.41299820 9.00349998
57.03174973 -52.26274872 8.97375011
57.17575073 -52.23625183 8.82425022
57.12374878 -52.12450027 9.27925014
57.12749863 -52.08150101 9.27999973
57.95100021 -52.19924927 8.33524990
57.92625046 -52.22124863 8.29874992
57.93325043 -52.18375015 8.29675007
57.88275146 -52.08124924 8.36299992
58.07875061 -51.92350006 8.48274994
57.90599823 -51.99300003 8.43124962
58.05274963 -51.84149933 8.44575024
58.05125046 -51.89825058 8.52299976
57.85749817 -51.89049911 8.33100033
57.83599854 -51.98175049 8.34025002
57.79499817 -51.94475174 8.37724972
57.91299820 -51.83924866 8.35099983
57.77925110 -51.88074875 8.36750031
57.80450058 -51.78775024 8.38974953
57.86674881 -51.89775085 8.41374969
57.66725159 -51.88724899 8.45374966
57.74375153 -51.89725113 8.48349953
57.75925064 -51.74575043 8.49849987
57.67774963 -51.99375153 8.59000015
57.66324997 -51.93674850 8.62425041
57.67174911 -51.88850021 8.62100029
57.75574875 -51.85350037 8.74174976
57.74224854 -51.78174973 8.72700024
57.80300140 -51.73450089 8.77600002
58.27024841 -51.77275085 8.31700039
58.16149902 -51.73649979 8.31375027
58.23849869 -51.74525070 8.27149963
58.23474884 -51.79800034 8.48274994
58.04050064 -51.62775040 8.41450024
57.92724991 -51.46849823 8.39824963
58.00949860 -51.48324966 8.45524979
58.08449936 -51.39125061 8.51200008
57.97124863 -51.45000076 8.40799999
58.03374863 -51.34749985 8.46774960
58.02399826 -51.29199982 8.49475002
58.16225052 -51.45524979 8.77649975
57.94100189 -51.64125061 8.58125019
57.94250107 -51.64199829 8.62574959
57.82675171 -51.63800049 8.62125015
57.90124893 -51.70349884 8.66950035
57.89324951 -51.59749985 8.66324997
57.78200150 -51.65650177 8.67975044
57.86399841 -51.62599945 8.70750046
58.08575058 -51.34424973 8.61874962
58.00775146 -51.27724838 8.53174973
57.99874878 -51.26874924 8.56875038
58.06724930 -51.26725006 8.74750042
57.35174942 -52.02175140 8.37749958
57.38375092 -52.04899979 8.46949959
57.33399963 -52.00350189 8.50224972
57.63150024 -51.79850006 8.39299965
57.61024857 -51.77774811 8.50524998
57.63349915 -51.68899918 8.46825027
57.74399948 -51.68624878 8.52099991
57.50249863 -51.79475021 8.51650047
57.54199982 -51.66799927 8.45925045
57.60300064 -51.60625076 8.51749992
57.56650162 -51.62874985 8.50024986
57.56000137 -52.10374832 8.57649994
57.58174896 -52.06624985 8.61874962
57.34775162 -52.01425171 8.61900043
57.55224991 -51.99150085 8.67450047
57.54124832 -51.92250061 8.71975040
57.36100006 -52.02450180 8.71125031
57.62799835 -51.84975052 8.57724953
57.64250183 -51.75450134 8.63350010
57.69850159 -51.64374924 8.64649963
57.51675034 -51.80675125 8.55900002
57.64625168 -51.80625153 8.71949959
57.58974838 -51.81375122 8.68624973
57.33224869 -51.99800110 8.75074959
57.82125092 -51.48374939 8.28425026
57.80049896 -51.46374893 8.40324974
57.71924973 -51.50275040 8.39575005
57.62874985 -51.52624893 8.32499981
57.64424896 -51.43775177 8.31124973
57.85374832 -51.24575043 8.39274979
57.87675095 -51.21025085 8.40324974
57.70724869 -51.27474976 8.40425014
57.47150040 -51.12474823 8.40824986
57.55400085 -51.24575043 8.41149998
57.65399933 -51.12450027 8.52575016
57.54774857 -51.19150162 8.46300030
57.52600098 -51.17150116 8.50724983
57.49649811 -51.19324875 8.51924992
57.55374908 -51.03749847 8.46825027
57.51300049 -51.04425049 8.53425026
57.70500183 -51.53125000 8.56449986
57.58150101 -51.58525085 8.64074993
57.79475021 -51.56425095 8.73425007
57.69549942 -51.57875061 8.75374985
57.76475143 -51.48225021 8.76175022
57.61425018 -51.56824875 8.67549992
57.59799957 -51.55324936 8.70775032
57.64699936 -51.47674942 8.76099968
57.90349960 -51.28525162 8.65275002
57.76900101 -51.22525024 8.57849979
57.83774948 -51.17274857 8.59774971
57.83250046 -51.16749954 8.64099979
57.85449982 -51.34199905 8.72049999
57.79199982 -51.34325027 8.77725029
57.83800125 -51.28374863 8.71175003
57.61975098 -51.35549927 8.66349983
57.57725143 -51.31750107 8.69725037
57.57025146 -51.20949936 8.59350014
57.73524857 -51.83349991 8.85249996
58.34424973 -51.56824875 8.78925037
58.22874832 -51.46649933 8.81550026
58.33300018 -51.49774933 8.92249966
58.19049835 -51.37450027 8.81050014
58.02125168 -51.38674927 8.78499985
57.93450165 -51.36674881 8.85499954
57.54425049 -51.87049866 8.81649971
57.61275101 -51.88750076 8.86200047
57.37525177 -52.03549957 8.83224964
57.35324860 -52.01449966 8.90649986
57.59875107 -51.81774902 8.93400002
57.32899857 -51.99300003 8.86324978
57.67250061 -51.61800003 8.79924965
57.77899933 -51.54824829 8.86149979
57.72425079 -51.60200119 8.87300014
57.68500137 -51.50925064 8.80949974
57.59099960 -51.54499817 8.83049965
57.62675095 -51.45750046 8.84125042
57.88624954 -51.32450104 8.80974960
57.90425110 -51.28324890 8.81350040
57.82275009 -51.36750031 8.95775032
56.65024948 -52.63650131 8.50825024
56.68474960 -52.60599899 8.79975033
56.63325119 -52.56000137 8.72025013
56.74724960 -52.56050110 8.73674965
56.61375046 -52.05250168 8.32299995
56.59375000 -52.03250122 8.40349960
56.13199997 -52.26300049 8.36950016
55.98025131 -52.06399918 8.35875034
56.51824951 -51.90525055 8.58125019
56.42050171 -51.81425095 8.67825031
56.43724823 -51.82875061 8.72200012
56.37825012 -51.82949829 8.78024960
56.30250168 -51.75975037 8.80399990
56.65200043 -52.67575073 8.87049961
56.72225189 -52.53575134 8.82199955
56.29199982 -51.74974823 8.84125042
56.20999908 -51.72999954 9.03625011
56.23424911 -51.63700104 9.10575008
57.37725067 -51.14599991 8.34000015
57.34249878 -51.11425018 8.41024971
57.29024887 -51.12174988 8.45250034
57.31949997 -51.09349823 8.44299984
57.47700119 -51.01174927 8.57149982
55.58924866 -52.51499939 8.55000019
55.44775009 -52.54225159 8.64074993
55.20524979 -52.47900009 8.72875023
54.85974884 -52.76200104 8.60949993
54.79650116 -52.63850021 8.66899967
54.82624817 -52.66624832 8.71374989
54.85124969 -52.79399872 8.82874966
54.75350189 -52.65874863 8.74425030
55.03699875 -52.43524933 8.83724976
54.67575073 -52.41975021 8.78724957
54.67924881 -52.42250061 8.82625008
54.68724823 -52.31024933 8.83199978
55.43199921 -52.47449875 9.08325005
55.20399857 -52.53475189 8.88974953
55.18325043 -52.51575089 8.84949970
55.23125076 -52.33349991 8.92599964
55.31624985 -52.31024933 8.86499977
55.30374908 -52.29774857 8.90050030
55.27624893 -52.27125168 8.93649960
55.20050049 -52.41975021 9.05774975
55.26300049 -52.36074829 9.04500008
55.26499939 -52.25849915 9.06700039
55.49250031 -52.36474991 9.32724953
55.51675034 -52.33050156 9.33825016
55.35699844 -52.56650162 9.11824989
55.28049850 -52.60300064 9.10674953
55.27199936 -52.53525162 9.10099983
55.27199936 -52.48600006 9.14225006
55.16699982 -52.55274963 9.14525032
55.14775085 -52.47574997 9.20049953
55.28475189 -52.49549866 9.27525043
55.24074936 -52.50325012 9.22624969
55.27899933 -52.48949814 9.31575012
55.39500046 -52.27750015 9.10375023
55.31325150 -52.36249924 9.09825039
55.21924973 -52.37625122 9.13049984
55.26499939 -52.35974884 9.21574974
55.29624939 -52.28675079 9.10925007
55.25674820 -52.24824905 9.21625042
55.41650009 -52.29449844 9.27974987
55.39675140 -52.37825012 9.28499985
55.27299881 -52.36500168 9.33100033
55.32500076 -52.25424957 9.26850033
55.34749985 -52.33150101 9.32199955
54.63650131 -52.47925186 9.03750038
54.66624832 -52.50524902 9.16975021
54.67124939 -52.50925064 9.21199989
54.73725128 -52.51649857 9.24275017
55.10400009 -52.54074860 9.01525021
55.14825058 -52.31100082 9.03975010
55.25799942 -52.19675064 8.97325039
54.85699844 -52.42649841 8.89200020
54.81700134 -52.38774872 8.92399979
54.69025040 -52.36975098 8.94225025
54.74300003 -52.36275101 8.88449955
54.72549820 -52.24349976 8.90600014
54.67950058 -52.25674820 8.94375038
54.75350189 -52.42824936 9.02674961
54.81949997 -52.43225098 9.06075001
54.72100067 -52.50400162 9.08425045
54.77925110 -52.34949875 9.08800030
54.82699966 -52.33724976 9.04374981
54.69124985 -52.26649857 9.03225040
54.75925064 -52.27225113 9.07649994
54.89075089 -52.29225159 9.06075001
54.73300171 -52.19025040 8.98775005
55.07550049 -52.51150131 9.12300014
55.11275101 -52.44350052 9.15925026
55.08475113 -52.47425079 9.16874981
